seller_id,Orders,Items,Revenue,Freight,Avg_Review,Avg_Delivery_Days,Avg_Delay_Days,Late_Delivery_Rate,Avg_Seller_Handoff_Days,seller_city,seller_state
0015a82c2db000af6aaaf3ae2ecb0532,3,3,2685.0,63.06,3.6666666666666665,10.333333333333334,-16.333333333333332,0.0,2.3333333333333335,santo andre,SP
001cca7ae9ae17fb1caed9dfb1094831,195,234,24487.03,8655.87,3.965367965367965,12.628205128205128,-13.213675213675213,5.128205128205128,1.6837606837606838,cariacica,ES
002100f778ceb8431b7a1020ff7ab48f,50,55,1236.5,791.35,4.036363636363636,15.636363636363637,-8.218181818181819,16.363636363636363,2.981818181818182,franca,SP
003554e2dce176b5555353e4f3555ac8,1,1,120.0,19.38,5.0,4.0,-27.0,0.0,0.0,goiania,GO
004c9cd9d87a3c30c522c48c4fc07416,156,174,20324.2,3632.04,4.145348837209302,14.327586206896552,-11.614942528735632,6.896551724137931,0.9364161849710982,ibitinga,SP
00720abe85ba0859807595bbf045a33b,13,26,1007.5,315.98,3.6538461538461537,8.153846153846153,-12.73076923076923,7.6923076923076925,1.9230769230769231,guarulhos,SP
00ab3eff1b5192e5f1a63bcecfee11c8,1,1,98.0,12.08,5.0,9.0,-10.0,0.0,3.0,sao paulo,SP
00d8b143d12632bad99c0ad66ad52825,1,1,86.0,51.1,5.0,7.0,-22.0,0.0,1.0,belo horizonte,MG
00ee68308b45bc5e2660cd833c3f81cc,135,173,20345.0,3192.46,4.3313953488372094,8.693641618497109,-10.867052023121387,6.358381502890173,1.0289017341040463,sao paulo,SP
00fc707aaaad2d31347cf883cd2dfe10,103,142,13409.9,2396.8,3.7375886524822697,15.21830985915493,-15.570422535211268,3.5211267605633805,1.9154929577464788,maringa,PR
010543a62bd80aa422851e79a3bc7540,2,2,1416.0,31.950000000000003,4.5,8.5,-8.5,0.0,2.5,sao paulo,SP
010da0602d7774602cd1b3f5fb7b709e,1,5,849.5,230.25,1.0,26.0,-10.0,0.0,20.0,sao bernardo do campo,SP
011b0eaba87386a2ae96a7d32bb531d1,1,2,99.98,29.18,4.0,25.0,-30.0,0.0,14.0,pompeia,SP
01266d4c46afa519678d16a8b683d325,3,3,90.25,47.230000000000004,5.0,5.333333333333333,-9.333333333333334,0.0,0.0,curitiba,PR
013900e863eace745d3ec7614cab5b1a,23,26,1619.7,469.67,4.730769230769231,11.038461538461538,-16.115384615384617,0.0,2.576923076923077,curitiba,PR
014c0679dd340a0e338872e7ec85666a,14,15,7058.0,628.31,3.6666666666666665,18.533333333333335,-11.666666666666666,13.333333333333334,4.8,timoteo,MG
014d9a685fd57276679edd00e07089e5,11,12,729.88,146.93,3.8333333333333335,8.5,-12.583333333333334,0.0,1.6666666666666667,maringa,PR
0176f73cc1195f367f7b32db1e5b3aa8,37,38,4643.2,1272.07,4.052631578947368,12.947368421052632,-8.736842105263158,10.526315789473683,1.263157894736842,ibitinga,SP
01bcc9d254a0143f0ce9791b960b2a47,10,10,1393.21,251.48,4.4,12.4,-18.3,0.0,0.6,uruacu,GO
01c97ebb5cdac52891c0ed1c37ba0012,9,12,577.5,178.5,4.083333333333333,12.333333333333334,-9.333333333333334,0.0,0.3333333333333333,catanduva,SP
01cf7e3d21494c41fb86034f2e714fa1,59,65,9439.56,1964.45,4.1875,11.076923076923077,-15.184615384615384,4.615384615384616,1.9076923076923078,francisco beltrao,PR
01ed254b9ff8407dfb9d99ba1e17d923,5,5,1465.99,67.72,5.0,6.4,-17.0,0.0,0.6,mogi das cruzes,SP
01fd077212124329bac32490e8ef80d9,31,39,1208.0,575.36,4.3076923076923075,7.666666666666667,-11.948717948717949,2.564102564102564,0.717948717948718,ribeirao preto / sao paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,128,130,14802.53,2730.2599999999998,4.372093023255814,10.276923076923078,-13.73076923076923,5.384615384615385,0.9461538461538461,londrina,PR
0241d4d5d36f10f80c644447315af0bd,238,249,31561.5,6915.98,4.278225806451613,10.465863453815262,-13.024096385542169,4.417670682730924,1.1526104417670682,curitiba,PR
0249d282d911d23cb8b869ab49c99f53,11,11,393.0,138.88,4.2727272727272725,9.818181818181818,-8.363636363636363,18.181818181818183,3.727272727272727,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,2,8,706.4000000000001,212.0,4.75,18.0,-40.5,0.0,10.5,sao paulo,SP
028872bfa080090a9d0abd4f1af168f8,1,3,70.5,47.37,5.0,16.0,-15.0,0.0,4.0,ribeirao das neves,MG
02b72cdeb9cfcc429f1af6f4e3f3b737,4,4,522.65,225.99,4.75,12.0,-9.0,0.0,0.25,ibitinga,SP
02c988090b766852e088c69d7fb3b551,12,16,1564.3700000000001,206.57,4.6875,8.0625,-10.8125,0.0,0.8125,americana,SP
02d35243ea2e497335cd0f076b45675d,14,16,5794.0,605.95,2.6875,25.4375,-6.25,25.0,9.3125,natal,RN
02dcd3e8e25bee036e32512bcf175493,13,17,1491.9,314.17,3.588235294117647,17.58823529411765,-5.0,41.17647058823529,2.3529411764705883,contagem,MG
02ecc2a19303f05e59ce133fd923fff7,21,24,5264.19,478.21000000000004,4.541666666666667,10.375,-15.041666666666666,0.0,2.9166666666666665,santo andre,SP
02f5837340d7eb4f653d676c7256523a,30,30,3883.05,580.83,4.833333333333333,9.166666666666666,-17.333333333333332,3.3333333333333335,1.9,curitiba,PR
02f623a8eb246f3c5f7c2f96462654e6,44,44,6378.0,829.63,4.558139534883721,8.068181818181818,-10.704545454545455,6.8181818181818175,0.25,botucatu,SP
0307f7565ff85b299b6e5ef162b1b1a9,6,6,4711.9,256.99,3.5,14.666666666666666,-16.666666666666668,0.0,6.333333333333333,sao jose do rio preto,SP
0336182e1b3e92f029d5354832045fdf,1,2,29.8,17.57,2.0,13.0,-42.0,0.0,8.0,ibitinga,SP
034b9387752bfa309f350a70cd45ffa3,8,8,96.0,144.26,4.5,8.125,-15.375,0.0,1.125,blumenau,SC
038b75b729c8a9a04b0d07cba7eabe86,2,2,467.0,90.85,3.5,22.5,-1.5,50.0,1.0,sao jose dos campos,SP
039b29ff3b3473435d0cd59040575de9,9,9,114.9,100.65,4.444444444444445,8.555555555555555,-10.777777777777779,0.0,3.3333333333333335,ribeirao pires,SP
039e6ad9dae79614493083e241147386,5,5,12925.0,348.41999999999996,4.0,14.0,-12.2,20.0,3.2,sao paulo,SP
03a2a6dcbe45d639c4dc2a0d24769c40,9,9,1078.41,172.25,4.111111111111111,9.88888888888889,-12.555555555555555,11.11111111111111,1.1111111111111112,maua,SP
03bd479e1d9484cdb14104d3023f7321,3,3,359.70000000000005,57.72,4.333333333333333,20.333333333333332,-5.666666666666667,0.0,4.333333333333333,uberlandia,MG
0417b067eeab773d2f7061a726dc477f,13,13,1859.18,642.57,3.923076923076923,17.307692307692307,-3.923076923076923,23.076923076923077,0.8461538461538461,sao bento do sul,SC
042573af89b6d931f672efaf789d8358,3,3,413.48,65.09,3.6666666666666665,19.666666666666668,-1.0,33.33333333333333,1.6666666666666667,sorocaba,SP
04308b1ee57b6625f47df1d56f00eedf,92,92,58991.799999999996,2948.82,3.9456521739130435,18.42391304347826,-11.576086956521738,7.608695652173914,5.293478260869565,bombinhas,SC
0432ead42b6c8a0bdf68154add917fdf,82,87,7574.400000000001,1180.0,4.551724137931035,8.333333333333334,-13.459770114942529,2.2988505747126435,0.896551724137931,maua,SP
044668ccd5316b12a7cf0d54a156e3e9,3,4,137.8,53.55,5.0,7.0,-25.0,0.0,0.75,osasco,SP
04843805947f0fc584fc1969b6e50fe7,1,2,1400.0,74.76,5.0,15.0,0.0,0.0,8.0,ivoti,RS
048c2757535328e0d7dac690ad3c0aae,50,50,9065.08,1247.33,4.244897959183674,18.04,-10.0,12.0,1.92,franca,SP
04aa0a1c5ce6b222003403a3e11c3cc0,11,17,5518.0,821.51,3.5294117647058822,15.882352941176471,-16.529411764705884,11.76470588235294,3.235294117647059,cosmopolis,SP
04aba03279157f6d4e0fe8ccaf21963c,15,15,2416.0,319.23,4.533333333333333,11.2,-13.933333333333334,6.666666666666667,2.8,santo antonio de padua,RJ
04e38a233f726ef161074ab1c9b0399a,19,24,991.6,355.67,4.166666666666667,11.083333333333334,-5.791666666666667,4.166666666666666,4.833333333333333,sao paulo,SP
04ee0ec01589969663ba5967c0e0bdc0,1,1,289.49,24.83,5.0,3.0,-13.0,0.0,0.0,lajeado,RS
04fdea0c111866e6cf812f1570d6b5bd,8,8,865.0,173.35,3.5,17.5,-10.25,12.5,4.125,sao paulo,SP
0509040ea3fe50071181bbc359eb7738,87,96,3689.35,1409.8999999999999,4.494736842105263,10.979166666666666,-10.760416666666666,4.166666666666666,1.3854166666666667,belo horizonte,MG
052577151711aec5c744fe12e66db3e1,1,1,687.0,42.65,5.0,14.0,-12.0,0.0,6.0,rodeio,SC
054694fa03fe82cec4b7551487331d74,20,21,8286.1,660.24,3.2857142857142856,29.714285714285715,-1.9523809523809523,28.57142857142857,8.714285714285714,itajobi,SP
056b4ada5bbc2c50cc7842547dda6b51,64,65,12203.400000000001,1282.39,4.15625,12.307692307692308,-12.461538461538462,10.76923076923077,1.1076923076923078,queimados,RJ
0570350b23eda5444f8d1d9544932058,6,11,626.9,124.86,5.0,4.0,-13.090909090909092,0.0,0.7272727272727273,sao paulo,SP
05730013efda596306417c3b09302475,4,4,952.0,216.67000000000002,5.0,9.0,-11.5,0.0,2.0,criciuma,SC
058cb5aeb36d7c0fcae20fc85d5e0a59,11,12,1236.0,747.82,3.5833333333333335,9.333333333333334,-11.583333333333334,8.333333333333332,2.3333333333333335,rio de janeiro,RJ
058fd0aa2bfdb2274e05e1ae971dabb6,60,64,7631.9,886.71,4.375,9.703125,-11.765625,7.8125,1.140625,santo andre,SP
05a48cc8859962767935ab9087417fbb,1,1,42.9,16.49,5.0,11.0,-18.0,0.0,5.0,sao paulo,SP
05a940b4ecae36cadfd8e93bd9c43257,9,9,695.1,169.0,4.222222222222222,13.777777777777779,-14.88888888888889,0.0,3.0,goiania,GO
05aebce0b5c8f0d41b29b686f2d05fd3,2,2,74.99000000000001,45.89,5.0,5.5,-2.5,0.0,1.0,sao paulo,SP
05ca864204d09595ae591b93ea9cf93d,1,1,179.9,8.52,5.0,5.0,0.0,0.0,3.0,barueri,SP
05d2173d43ea568aa0540eba70d2ca76,62,66,5759.66,1679.27,4.0,14.257575757575758,-11.606060606060606,4.545454545454546,1.4545454545454546,alfenas,MG
05e107217c7266362fd44b75b2cd4cc4,5,8,193.38000000000002,82.00999999999999,4.125,6.375,-4.75,25.0,1.125,sao paulo - sp,SP
05f51e13da97139648b8125c31e5f51b,57,60,13100.31,1888.65,4.25,11.916666666666666,-9.95,15.0,4.366666666666666,belo horizonte,MG
05feb94f19d094d4b0f9281f0b1d4c99,6,6,9353.0,697.04,4.5,14.833333333333334,-13.333333333333334,0.0,0.8333333333333334,mogi das cruzes,SP
05ff92fedb5be47920fea08e501238b9,57,62,21853.98,1823.56,4.241935483870968,12.241935483870968,-17.322580645161292,3.225806451612903,1.7258064516129032,santo angelo,RS
062c325cd6a2b87845fab56b4ec2eeae,2,2,133.22,23.86,5.0,5.0,-9.5,0.0,1.0,sao paulo,SP
